日期,時間,CO2,溫度,濕度
2026-09-22,13:37:58,989,29.8,46
2026-09-22,13:38:28,1013,29.8,46
2026-09-22,13:38:58,1045,29.8,46.2
2026-09-22,13:39:28,1049,29.7,46.4
2026-09-22,13:39:58,1045,29.8,46.6
2026-09-22,13:40:28,1045,29.8,46.5
2026-09-22,13:40:59,1063,29.7,46.7
2026-09-22,13:41:29,1083,29.8,46.7
2026-09-22,13:41:59,1096,29.8,46.8
2026-09-22,13:42:29,1113,29.8,46.8
2026-09-22,13:42:59,1142,29.7,47.1
2026-09-22,13:43:29,1145,29.7,47
2026-09-22,13:43:59,1157,29.8,47
2026-09-22,13:44:29,1165,29.8,46.9
2026-09-22,13:44:59,1196,29.7,47
2026-09-22,13:45:29,1213,29.7,47.1
2026-09-22,13:45:59,1215,29.7,47.1
2026-09-22,13:46:29,1224,29.7,47.1
2026-09-22,13:46:59,1238,29.7,47.2
2026-09-22,13:47:29,1253,29.8,47.1
2026-09-22,13:47:59,1272,29.7,47.3
2026-09-22,13:48:29,1284,29.7,47.4
2026-09-22,13:48:59,1291,29.6,47.5
2026-09-22,13:49:29,1299,29.7,47.6
2026-09-22,13:49:59,1310,29.6,47.7
2026-09-22,13:50:29,1322,29.6,47.7
2026-09-22,13:50:59,1353,29.5,47.9
2026-09-22,13:51:29,1355,29.5,48.1
2026-09-22,13:51:59,1357,29.5,47.9
2026-09-22,13:52:29,1366,29.6,48
2026-09-22,13:52:59,1374,29.6,48
2026-09-22,13:53:29,1387,29.6,48
2026-09-22,13:53:59,1406,29.6,48.1
2026-09-22,13:54:29,1417,29.6,48.2
2026-09-22,13:54:59,1429,29.5,48.3
2026-09-22,13:55:29,1433,29.5,48.3
2026-09-22,13:56:00,1440,29.5,48.4
2026-09-22,13:56:30,1455,29.6,48.4
2026-09-22,13:57:00,1455,29.6,48.5
2026-09-22,13:57:30,1464,29.6,48.4
2026-09-22,13:58:00,1473,29.6,48.3
2026-09-22,13:58:30,1483,29.6,48.4
2026-09-22,13:59:00,1530,29.5,48.5
2026-09-22,13:59:30,1519,29.5,48.3
2026-09-22,14:00:00,1547,29.4,48.6
2026-09-22,14:00:30,1555,29.3,48.9
2026-09-22,14:01:00,1557,29.4,48.7
2026-09-22,14:01:30,1574,29.3,49
2026-09-22,14:02:00,1584,29.3,49.1
2026-09-22,14:02:30,1604,29.3,49.2
2026-09-22,14:03:00,1644,29.1,49.5
2026-09-22,14:03:30,1651,29.1,49.6
2026-09-22,14:04:00,1646,29.2,49.5
2026-09-22,14:04:30,1650,29.1,49.4
2026-09-22,14:05:00,1652,29.2,49.1
2026-09-22,14:05:30,1665,29.3,48.8
2026-09-22,14:06:00,1673,29.3,48.6
2026-09-22,14:06:30,1679,29.4,48.5
2026-09-22,14:07:00,1691,29.4,48.9
2026-09-22,14:07:30,1701,29.4,50
2026-09-22,14:08:01,1705,29.5,50
2026-09-22,14:08:30,1729,29.5,50.6
2026-09-22,14:09:01,1776,29.5,51.2
2026-09-22,14:09:31,1780,29.5,51.2
2026-09-22,14:10:31,1775,29.6,51.5
2026-09-22,14:11:01,1782,29.6,51.6
2026-09-22,14:11:31,1786,29.6,51.4
2026-09-22,14:12:01,1781,29.6,50.8
2026-09-22,14:12:31,1751,29.6,50.8
2026-09-23,8:24:08,698,28.8,72.2
2026-09-23,8:24:38,675,29.1,70.9
2026-09-23,8:25:08,685,29.4,69.5
2026-09-23,8:25:38,688,29.5,69
2026-09-23,8:26:08,706,29.7,68.6
2026-09-23,8:26:38,709,29.8,68.2
2026-09-23,8:27:08,727,29.9,68.5
2026-09-23,8:27:38,733,30,67.7
2026-09-23,8:28:08,730,30.1,67.4
2026-09-23,8:28:38,721,30.2,67.2
2026-09-23,8:29:09,717,30.2,67.3
2026-09-23,8:29:39,716,30.1,67.5
2026-09-23,8:30:09,671,30.1,66.5
2026-09-23,8:30:39,648,30.2,67.1
2026-09-23,8:31:09,672,30,67.2
2026-09-23,8:31:39,670,30.1,67.4
2026-09-23,8:32:09,669,30.2,67
2026-09-23,8:32:39,669,30.1,66.6
2026-09-23,8:33:09,653,29.8,66.9
2026-09-23,8:33:39,630,29.9,67.2
2026-09-23,8:34:09,633,30,66.7
2026-09-23,8:34:39,635,30.1,66.7
2026-09-23,8:35:09,643,30.2,66.9
2026-09-23,8:35:39,651,30.2,66.6
2026-09-23,8:36:09,652,30.3,66.5
2026-09-23,8:36:39,656,30.3,66.9
2026-09-23,8:37:09,677,30.4,67
2026-09-23,8:37:39,700,30.4,66.7
2026-09-23,8:38:10,709,30.5,66.5
2026-09-23,8:38:40,710,30.5,66.5
2026-09-23,8:39:10,708,30.5,66.1
2026-09-23,8:39:40,700,30.2,65.8
2026-09-23,8:40:10,635,30.2,65.9
2026-09-23,8:40:40,644,30.3,66.2
2026-09-23,8:41:10,657,30.3,66.7
2026-09-23,8:41:40,660,30.3,66.6
2026-09-23,8:42:10,664,30.3,66.1
2026-09-23,8:42:40,671,30.3,66.1
2026-09-23,8:43:10,670,30.3,65.9
2026-09-23,8:43:40,664,30.1,65.4
2026-09-23,8:44:10,633,30.1,66
2026-09-23,8:44:40,634,30.2,65.8
2026-09-23,8:45:10,634,30.2,65.4
2026-09-23,8:45:40,635,30.2,65.4
2026-09-23,8:46:10,635,30.2,65
2026-09-23,8:46:40,623,30.2,64.7
2026-09-23,8:47:10,616,30.2,64.4
2026-09-23,8:47:40,609,30.3,64.8
2026-09-23,8:48:10,619,30.4,65
2026-09-23,8:48:40,655,30.4,64.9
2026-09-23,8:49:10,660,30.3,64.7
2026-09-23,8:49:40,645,30.4,64.6
2026-09-23,8:50:10,645,30.4,64.7
2026-09-23,8:50:41,658,30.4,64.7
2026-09-23,8:51:11,665,30.4,64.5
2026-09-23,8:51:41,662,30.2,64.2
2026-09-23,8:52:11,656,30.4,64.4
2026-09-23,8:52:41,655,30.4,64.2
2026-09-23,8:53:11,655,30.3,63.9
2026-09-23,8:53:41,638,30.1,64
2026-09-23,8:54:11,626,30.2,64.2
2026-09-23,8:54:41,630,30.2,64
2026-09-23,8:55:11,626,30.2,63.8
2026-09-23,8:55:41,625,30.1,63.4
2026-09-23,8:56:11,622,30.1,63.9
2026-09-23,8:56:41,615,30.2,64.1
2026-09-23,8:57:11,625,30.2,63.7
2026-09-23,8:57:41,632,30.3,63.9
2026-09-23,8:58:11,647,30.3,63.8
2026-09-23,8:58:41,650,30.2,63.4
2026-09-23,8:59:11,625,30,63.3
2026-09-23,8:59:41,591,30.2,63.6
2026-09-23,9:00:11,606,30.3,63.4
2026-09-23,9:00:41,617,30.4,63.4
2026-09-23,9:01:11,624,30.2,62.9
2026-09-23,9:01:42,619,30.4,63.2
2026-09-23,9:02:12,625,30.4,62.8
2026-09-23,9:02:42,636,30.5,62.9
2026-09-23,9:03:12,650,30.5,62.7
2026-09-23,9:03:42,650,30.4,62.3
2026-09-23,9:04:12,643,30.4,62.6
2026-09-23,9:04:42,632,30.4,62.4
2026-09-23,9:05:12,631,30.3,62.8
2026-09-23,9:05:42,630,30.4,62.6
2026-09-23,9:06:12,631,30.4,62.6
2026-09-23,9:06:42,629,30.3,62.8
2026-09-23,9:07:12,631,30.3,62.6
2026-09-23,9:07:42,625,30.2,62.4
2026-09-23,9:08:12,617,30.3,62.3
2026-09-23,9:08:42,619,30.4,62.3
2026-09-23,9:09:12,626,30.3,62.3
2026-09-23,9:09:42,614,30.3,62.2
2026-09-23,9:10:13,615,30.4,62.3
2026-09-23,9:10:43,623,30.5,62.5
2026-09-23,9:11:13,630,30.5,62.4
2026-09-23,9:11:43,636,30.6,62.2
2026-09-23,9:12:13,637,30.7,62.1
2026-09-23,9:12:43,644,30.7,62.4
2026-09-23,9:13:13,651,30.7,62.3
2026-09-23,9:13:43,656,30.8,62.2
2026-09-23,9:14:13,664,30.8,62
2026-09-23,9:14:43,662,30.7,62.1
2026-09-23,9:15:13,663,30.7,62.2
2026-09-23,9:15:43,666,30.7,62.3
2026-09-23,9:16:13,668,30.7,62.2
2026-09-23,9:16:43,666,30.8,61.7
2026-09-23,9:17:13,658,30.7,61.4
2026-09-23,9:17:43,647,30.8,61.4
2026-09-23,9:18:13,640,30.8,61.2
2026-09-23,9:18:43,634,30.7,61.4
2026-09-23,9:19:13,616,30.6,61.4
2026-09-23,9:19:43,602,30.7,61.9
2026-09-23,9:20:13,619,30.8,61.8
2026-09-23,9:20:43,629,30.8,61.9
2026-09-23,9:21:13,629,30.8,62
2026-09-23,9:21:44,627,30.6,62.2
2026-09-23,9:22:14,614,30.6,62.7
2026-09-23,9:22:44,616,30.7,62.5
2026-09-23,9:23:14,637,30.8,62.5
2026-09-23,9:23:44,654,30.9,62.4
2026-09-23,9:24:14,669,30.8,62.3
2026-09-23,9:24:44,669,30.9,62.4
2026-09-23,13:09:32,1022,27.4,65
2026-09-23,13:10:02,1024,27.7,63.7
2026-09-23,13:10:32,1022,27.9,63
2026-09-23,13:11:02,1022,28.1,62.9
2026-09-23,13:11:33,1026,28.2,62.5
2026-09-23,13:12:03,1018,28.4,62
2026-09-23,13:12:33,1020,28.5,61.7
2026-09-23,13:13:03,1027,28.6,61.5
2026-09-23,13:13:33,1024,28.7,61.6
2026-09-23,13:14:03,1022,28.7,61.6
2026-09-23,13:14:33,1020,28.8,61.5
2026-09-23,13:15:03,1019,28.8,61.2
2026-09-23,13:15:33,1011,28.8,61.1
2026-09-23,13:16:03,1006,28.8,61.2
2026-09-23,13:16:33,1016,28.8,61.1
2026-09-23,13:17:03,1039,28.8,61.3
2026-09-23,13:17:33,1043,28.9,61
2026-09-23,13:18:03,1042,28.9,61
2026-09-23,13:18:33,1049,29,60.9
2026-09-23,13:19:03,1054,29,60.9
2026-09-23,13:19:33,1058,29,60.8
2026-09-23,13:20:03,1088,29,60.8
2026-09-23,13:20:33,1148,29,60.9
2026-09-23,13:21:03,1141,29,60.8
2026-09-23,13:21:33,1149,29,60.6
2026-09-23,13:22:03,1197,29,60.6
2026-09-23,13:22:33,1211,29.1,60.5
2026-09-23,13:23:03,1204,29.1,60.3
2026-09-23,13:23:34,1208,29,60.4
2026-09-23,13:24:04,1199,29.1,60.3
2026-09-23,13:24:34,1192,29.1,60.1
2026-09-23,13:25:04,1195,29.2,59.8
2026-09-23,13:25:34,1226,29.1,59.8
2026-09-23,13:26:04,1252,29.1,59.7
2026-09-23,13:26:34,1258,29.2,59.6
2026-09-23,13:27:04,1260,29.2,59.6
2026-09-23,13:27:34,1264,29.2,59.5
2026-09-23,13:28:04,1282,29.1,59.6
2026-09-23,13:28:34,1278,29.1,59.6
2026-09-23,13:29:04,1277,29.1,59.4
2026-09-23,13:29:34,1284,29.2,59.3
2026-09-23,13:30:04,1305,29.2,59.3
2026-09-23,13:30:34,1316,29.2,59.1
2026-09-23,13:31:04,1314,29.2,59.1
2026-09-23,13:31:34,1322,29.2,59.1
2026-09-23,13:32:04,1323,29.2,58.9
2026-09-23,13:32:34,1323,29.3,58.7
2026-09-23,13:33:04,1331,29.3,58.4
2026-09-23,13:33:34,1345,29.3,58.4
2026-09-23,13:34:04,1361,29.2,58.6
2026-09-23,13:34:34,1370,29.2,58.5
2026-09-23,13:35:04,1374,29.2,58.5
2026-09-23,13:35:35,1376,29.3,58.3
2026-09-23,13:36:05,1377,29.3,58.3
2026-09-23,13:36:35,1377,29.3,58.4
2026-09-23,13:37:05,1375,29.3,58.2
2026-09-23,13:37:35,1381,29.2,58.3
2026-09-23,13:38:05,1393,29.3,58.3
2026-09-23,13:38:35,1406,29.2,58.4
2026-09-23,13:39:05,1411,29.3,58.2
2026-09-23,13:39:35,1416,29.2,58.2
2026-09-23,13:40:05,1429,29.3,58.1
2026-09-23,13:40:35,1466,29.3,58
2026-09-23,13:41:05,1486,29.2,58.1
2026-09-23,13:41:35,1478,29.3,58
2026-09-23,13:42:05,1476,29.2,58
2026-09-23,13:42:35,1477,29.3,58
2026-09-23,13:43:05,1475,29.3,57.9
2026-09-23,13:43:35,1473,29.4,57.7
2026-09-23,13:44:05,1476,29.3,57.8
2026-09-23,13:44:35,1469,29.4,57.5
2026-09-23,13:45:05,1473,29.4,57.5
2026-09-23,13:45:35,1470,29.4,57.6
2026-09-23,13:46:05,1470,29.4,57.5
2026-09-23,13:46:35,1482,29.4,57.6
2026-09-23,13:47:05,1494,29.4,57.6
2026-09-23,13:47:36,1521,29.3,57.7
2026-09-23,13:48:06,1539,29.3,57.8
2026-09-23,13:48:36,1549,29.3,57.8
2026-09-23,13:49:06,1557,29.3,57.7
2026-09-23,13:49:36,1557,29.4,57.7
2026-09-23,13:50:06,1565,29.3,57.8
2026-09-23,13:50:36,1573,29.3,57.8
2026-09-23,13:51:06,1567,29.3,57.8
2026-09-23,13:51:36,1569,29.3,57.7
2026-09-23,13:52:06,1567,29.3,57.7
2026-09-23,13:52:36,1571,29.4,57.5
2026-09-23,13:53:06,1584,29.4,57.4
2026-09-23,13:53:36,1594,29.4,57.4
2026-09-23,13:54:06,1604,29.4,57.4
2026-09-23,13:54:36,1611,29.3,57.6
2026-09-23,13:55:06,1606,29.4,57.4
2026-09-23,13:55:36,1616,29.4,57.3
2026-09-23,13:56:07,1613,29.4,57.2
2026-09-23,13:56:37,1626,29.4,57.2
2026-09-23,13:57:07,1634,29.4,57.2
2026-09-23,13:57:37,1635,29.4,57.4
2026-09-23,13:58:07,1631,29.3,57.4
2026-09-23,13:58:37,1625,29.4,57.5
2026-09-23,13:59:07,1617,29.4,57.4
2026-09-23,13:59:37,1616,29.4,57.5
2026-09-23,14:00:07,1628,29.4,57.4
2026-09-23,14:00:37,1627,29.4,57.3
2026-09-23,14:01:07,1642,29.4,57.3
2026-09-23,14:01:37,1649,29.4,57.6
2026-09-23,14:02:07,1657,29.5,58.1
2026-09-23,14:02:37,1658,29.4,59.3
2026-09-23,14:03:07,1655,29.5,59.8
2026-09-23,14:03:37,1653,29.5,60.3
2026-09-23,14:04:07,1646,29.6,60.3
2026-09-23,14:04:37,1651,29.6,60.6
2026-09-23,14:05:07,1649,29.6,60.5
2026-09-23,14:05:38,1656,29.6,60.9
2026-09-23,14:06:08,1658,29.6,61
2026-09-23,14:06:38,1660,29.6,61.1
2026-09-23,14:07:08,1666,29.6,61.3
2026-09-23,14:07:38,1673,29.6,61.4
2026-09-23,14:08:08,1677,29.6,61.6
2026-09-23,14:08:38,1683,29.7,61.3
2026-09-23,14:09:08,1691,29.7,61.2
2026-09-23,14:09:38,1698,29.7,61.3
2026-09-23,14:10:08,1707,29.8,61.5
2026-09-23,14:10:38,1720,29.8,61.4
2026-09-23,14:11:08,1730,29.8,61.4
2026-09-23,14:11:38,1747,29.8,61.4
2026-09-23,14:12:08,1746,29.9,61.6
2026-09-23,14:12:38,1731,29.9,61.9
2026-09-23,14:13:08,1701,29.8,62
2026-09-23,14:13:38,1689,29.8,62.3
2026-09-23,14:14:09,1681,29.9,62
2026-09-23,14:14:39,1672,30,62
2026-09-23,14:15:09,1649,30,62.3
2026-09-23,14:15:39,1567,30,62.6
2026-09-23,14:16:09,1476,30,62.7
2026-09-23,14:16:39,1364,30,62.9
2026-09-23,14:17:09,1326,30.1,62.6
2026-09-23,14:17:39,1296,30.1,62.4
